Address Recognizer;Cap;Address;Neighborhood;Sell Price;Rent Price
via-antonio-pasinetti;20141;via antonio pasinetti;RIPAMONTI;2588;7
via-balbo;20136;via balbo;RIPAMONTI;0;0
viale-toscana;20100;viale toscana;RIPAMONTI;0;0
pietrasanta;20141;pietrasanta;RIPAMONTI;0;0
via-pietrasanta;20141;via pietrasanta;RIPAMONTI;2750;9.25
via-antonini;20141;via antonini;RIPAMONTI;0;0
viale-monza;20128;viale monza;VIALE MONZA;2450;7.75
via-livraghi;20126;via livraghi;VIALE MONZA;0;0
via-lucio-giunio-columella;20128;via lucio giunio columella;VIALE MONZA;2450;7.75
via-privata-galeno;20126;via privata galeno;VIALE MONZA;0;0
via-cislaghi;20128;via cislaghi;VIALE MONZA;0;0
via-erodoto;20126;via erodoto;VIALE MONZA;0;0
via-pompeo-mariani;20128;via pompeo mariani;VIALE MONZA;0;0
via-ernesto-breda;20126;via ernesto breda;VIALE MONZA;2450;7.75
piazza-indro-montanelli;20099;piazza indro montanelli;VIALE MONZA;0;0
via-fratelli-bressan;20126;via fratelli bressan;VIALE MONZA;0;0
via-rucellai;20126;via rucellai;VIALE MONZA;0;0
via-bernardo-rucellai;20126;via bernardo rucellai;VIALE MONZA;0;0
via-pericle;20126;via pericle;VIALE MONZA;0;0
viale-marelli;20099;viale marelli;VIALE MONZA;0;0
piazza-luigi-di-savoia;20125;piazza luigi di savoia;CENTRALE;0;0
via-ferrante-aporti;20127;via ferrante aporti;CENTRALE;0;0
stazione-milano-centrale;20158;stazione milano centrale;CENTRALE;0;0
viale-andrea-doria;20124;viale andrea doria;CENTRALE;0;0
via-tonale;20125;via tonale;CENTRALE;3388;9.13
via-copernico;20125;via copernico;CENTRALE;0;0
stazione-centrale;20125;stazione centrale;CENTRALE;0;0
via-luigi-galvani;20124;via luigi galvani;CENTRALE;0;0
via-mauro-macchi;20124;via mauro macchi;CENTRALE;4282;12.82
via-napo-torriani;20124;via napo torriani;CENTRALE;5175;16.5
piazza-san-camillo-de-lellis;20124;piazza san camillo de lellis;CENTRALE;0;0
via-melchiorre-gioia;20124;via melchiorre gioia;CENTRALE;6563;21.71
via-gustavo-fara;20124;via gustavo fara;CENTRALE;0;0
via-emanuele-muzio;20124;via emanuele muzio;CENTRALE;3388;9.13
via-vittor-pisani;20124;via vittor pisani;CENTRALE;0;0
piazza-quattro-novembre;20124;piazza quattro novembre;CENTRALE;0;0
via-aminto-caretto;20124;via aminto caretto;CENTRALE;0;0
piazza-città-di-lombardia;20124;piazza città di lombardia;CENTRALE;0;0
via-gustavo-generale-fara;20124;via gustavo generale fara;CENTRALE;0;0
via-lepetit;20127;via lepetit;CENTRALE;0;0
via-settembrini;20124;via settembrini;CENTRALE;0;0
via-bruschetti;20125;via bruschetti;CENTRALE;0;0
via-palestrina;20124;via palestrina;CENTRALE;0;0
via-benedetto-marcello;20124;via benedetto marcello;CENTRALE;0;0
via-adda;20124;via adda;CENTRALE;0;0
via-filzi;20100;via filzi;CENTRALE;0;0
via-domenico-scarlatti;20124;via domenico scarlatti;CENTRALE;0;0
viale-brianza;20127;viale brianza;CENTRALE;2625;8.25
via-girolamo-cardano;20124;via girolamo cardano;CENTRALE;0;0
via-alfredo-cappellini;20124;via alfredo cappellini;CENTRALE;5175;16.5
via-gluck;20125;via gluck;CENTRALE;0;0
via-fara;20124;via fara;CENTRALE;0;0
via-fabio-filzi;20124;via fabio filzi;CENTRALE;0;0
via-giovanni-schiaparelli;20125;via giovanni schiaparelli;CENTRALE;0;0
via-settala;20124;via settala;CENTRALE;0;0
via-nappo-torriani;20124;via nappo torriani;CENTRALE;0;0
via-emilio-cornalia;20124;via emilio cornalia;CENTRALE;0;0
via-pirelli;20124;via pirelli;CENTRALE;0;0
via-sammartini;20125;via sammartini;CENTRALE;0;0
via-generale-gustavo-fara;20124;via generale gustavo fara;CENTRALE;0;0
via-boscovich;20124;via boscovich;CENTRALE;0;0
via-cornalia;20124;via cornalia;CENTRALE;0;0
via-popoli-uniti;20127;via popoli uniti;GRECO;0;0
via-zuretti;20125;via zuretti;GRECO;0;0
via-della-giustizia;20125;via della giustizia;GRECO;2625;8.25
via-giulio-e-corrado-venini;20127;via giulio e corrado venini;GRECO;2625;8.25
via-giovanni-battista-sammartini;20125;via giovanni battista sammartini;GRECO;0;0
via-comune-antico;20125;via comune antico;GRECO;0;0
via-cagliero;20125;via cagliero;GRECO;0;0
via-delle-leghe;20127;via delle leghe;GRECO;2625;8.25
via-varanini;20127;via varanini;GRECO;0;0
via-nino-oxilia;20127;via nino oxilia;GRECO;0;0
piazza-morbegno;20125;piazza morbegno;GRECO;0;0
via-emilio-de-marchi;20125;via emilio de marchi;GRECO;0;0
via-oxilia;20127;via oxilia;GRECO;0;0
via-venini;20127;via venini;GRECO;0;0
via-tirano;20125;via tirano;GRECO;0;0
via-luciano-zuccoli;20125;via luciano zuccoli;GRECO;0;0
via-san-rafael-delle-ande;20125;via san rafael delle ande;GRECO;0;0
via-gianfranco-zuretti;20125;via gianfranco zuretti;GRECO;2625;8.25
via-antonio-stradivari;20131;via antonio stradivari;LORETO;0;0
via-paganini;20132;via paganini;LORETO;0;0
via-pierluigi-da-palestrina;20124;via pierluigi da palestrina;LORETO;0;0
via-porpora;20131;via porpora;LORETO;0;0
via-temperanza;20127;via temperanza;LORETO;0;0
via-annibale-caretta;20131;via annibale caretta;LORETO;0;0
piazza-argentina;20131;piazza argentina;LORETO;5175;16.5
via-pergolesi;20124;via pergolesi;LORETO;0;0
viale-lombardia;20131;viale lombardia;LORETO;0;0
via-giovanni-ricordi;20131;via giovanni ricordi;LORETO;0;0
via-natale-battaglia;20127;via natale battaglia;LORETO;2625;8.25
via-pietro-marocco;20127;via pietro marocco;LORETO;2625;8.25
via-andrea-costa;20131;via andrea costa;LORETO;2894;9.25
via-giovan-battista-pergolesi;20124;via giovan battista pergolesi;LORETO;0;0
piazza-aspromonte--;20131;piazza aspromonte -;LORETO;0;0
via-niccolò-paganini;20131;via niccolò paganini;LORETO;0;0
via-soperga;20127;via soperga;LORETO;2625;8.25
via-alessandro-pestalozza;20131;via alessandro pestalozza;LORETO;0;0
via-tucidide;20134;via tucidide;PARCO FORLANINI - ORTICA;2369;16.55
via-giovanni-antonio-amadeo;20133;via giovanni antonio amadeo;PARCO FORLANINI - ORTICA;3600;10.83
via-ortica;20134;via ortica;PARCO FORLANINI - ORTICA;2177;10.35
via-ajaccio;20133;via ajaccio;PARCO FORLANINI - ORTICA;0;0
via-antonio-amadeo;20134;via antonio amadeo;PARCO FORLANINI - ORTICA;0;0
via-ettore-paladini;20133;via ettore paladini;PARCO FORLANINI - ORTICA;0;0
via-gualdo-priorato;20134;via gualdo priorato;PARCO FORLANINI - ORTICA;0;0
via-arcangelo-corelli;20134;via arcangelo corelli;PARCO FORLANINI - ORTICA;0;0
via-san-faustino;20134;via san faustino;PARCO FORLANINI - ORTICA;0;0
via-alfonso-gatto;20135;via alfonso gatto;PARCO FORLANINI - ORTICA;0;0
via-sismondi;20133;via sismondi;PARCO FORLANINI - ORTICA;0;0
via-tajani;20100;via tajani;PARCO FORLANINI - ORTICA;0;0
via-raffaele-rubattino;20134;via raffaele rubattino;PARCO FORLANINI - ORTICA;0;0
viale-enrico-forlanini;20134;viale enrico forlanini;PARCO FORLANINI - ORTICA;0;0
via-luigi-federico-menabrea;20159;via luigi federico menabrea;MACIACHINI - MAGGIOLINA;0;0
via-valtellina;20159;via valtellina;MACIACHINI - MAGGIOLINA;0;0
viale-jenner;20159;viale jenner;MACIACHINI - MAGGIOLINA;0;0
via-sommacampagna;20158;via sommacampagna;MACIACHINI - MAGGIOLINA;0;0
via-genova-giovanni-thaon-di-revel;20159;via genova giovanni thaon di revel;MACIACHINI - MAGGIOLINA;0;0
via-boltraffio;20159;via boltraffio;MACIACHINI - MAGGIOLINA;0;0
via-thaon-di-revel;20159;via thaon di revel;MACIACHINI - MAGGIOLINA;0;0
via-lepontina;20159;via lepontina;MACIACHINI - MAGGIOLINA;3388;9.13
via-resegone;20159;via resegone;MACIACHINI - MAGGIOLINA;0;0
via-valassina;20159;via valassina;MACIACHINI - MAGGIOLINA;0;0
via-dino-villani;20159;via dino villani;MACIACHINI - MAGGIOLINA;0;0
viale-stelvio;20159;viale stelvio;MACIACHINI - MAGGIOLINA;3388;9.13
via-thaon-de-revel;20159;via thaon de revel;MACIACHINI - MAGGIOLINA;0;0
via-alserio;20159;via alserio;MACIACHINI - MAGGIOLINA;0;0
piazzale-carlo-maciachini;20159;piazzale carlo maciachini;MACIACHINI - MAGGIOLINA;3007;8.69
viale-marche;20159;viale marche;MACIACHINI - MAGGIOLINA;3007;8.69
via-gian-antonio-boltraffio;20159;via gian antonio boltraffio;MACIACHINI - MAGGIOLINA;0;0
via-murat;20159;via murat;MACIACHINI - MAGGIOLINA;0;0
via-gioacchino-murat;20159;via gioacchino murat;MACIACHINI - MAGGIOLINA;2625;8.25
via-vincenzo-lancetti;20158;via vincenzo lancetti;MACIACHINI - MAGGIOLINA;0;0
via-lancetti;20158;via lancetti;MACIACHINI - MAGGIOLINA;0;0
via-jacopo-dal-verme;20124;via jacopo dal verme;ISOLA;0;0
via-sebenico;20124;via sebenico;ISOLA;0;0
via-borsieri;20159;via borsieri;ISOLA;0;0
piazza-tito-minniti;20159;piazza tito minniti;ISOLA;0;0
via-luigi-porro-lambertenghi;20159;via luigi porro lambertenghi;ISOLA;0;0
via-pietro-borsieri;20159;via pietro borsieri;ISOLA;0;0
via-pollaiuolo;20159;via pollaiuolo;ISOLA;0;0
piazzale-archinto;20159;piazzale archinto;ISOLA;0;0
piazzale-segrino;20159;piazzale segrino;ISOLA;0;0
via-antonio-pollaiuolo;20159;via antonio pollaiuolo;ISOLA;0;0
piazzale-lagosta;20124;piazzale lagosta;ISOLA;0;0
piazza-gae-aulenti;20159;piazza gae aulenti;ISOLA;0;0
via-gaetano-de-castillia;20124;via gaetano de castillia;ISOLA;0;0
piazza-minniti;20159;piazza minniti;ISOLA;0;0
viale-luigi-sturzo;20154;viale luigi sturzo;ISOLA;5175;16.5
via-garigliano;20159;via garigliano;ISOLA;0;0
via-spalato;20124;via spalato;ISOLA;0;0
via-delle-abbadesse;20124;via delle abbadesse;ISOLA;0;0
via-sassetti;20124;via sassetti;ISOLA;0;0
via-arnaldo-da-brescia;20159;via arnaldo da brescia;ISOLA;0;0
via-abbadesse;20124;via abbadesse;ISOLA;3388;9.13
via-vincenzo-civerchio;20159;via vincenzo civerchio;ISOLA;0;0
via-alessio-di-tocqueville;20154;via alessio di tocqueville;ISOLA;0;0
via-tocqueville;20124;via tocqueville;ISOLA;0;0
via-paolo-lomazzo;20154;via paolo lomazzo;SARPI;0;0
via-giulio-cesare-procaccini;20154;via giulio cesare procaccini;SARPI;0;0
via-aleardi;20154;via aleardi;SARPI;0;0
via-piero-della-francesca;20154;via piero della francesca;SARPI;3638;10
via-londonio;20154;via londonio;SARPI;0;0
via-moscati;20154;via moscati;SARPI;0;0
piazza-gramsci;20145;piazza gramsci;SARPI;0;0
via-sarpi;20154;via sarpi;SARPI;0;0
via-canonica;20154;via canonica;SARPI;0;0
via-castelvetro;20154;via castelvetro;SARPI;0;0
via-privata-alfredo-albertini;20154;via privata alfredo albertini;SARPI;0;0
via-cenisio;20154;via cenisio;SARPI;4513;13.51
via-losanna;20154;via losanna;SARPI;0;0
via-mussi;20154;via mussi;SARPI;0;0
via-angelo-poliziano;20154;via angelo poliziano;SARPI;0;0
via-giovanni-battista-fauchè;20154;via giovanni battista fauchè;SARPI;0;0
via-lodovico-castelvetro;20154;via lodovico castelvetro;SARPI;0;0
via-fauché;20154;via fauché;SARPI;0;0
via-francesco-ferrucci;20145;via francesco ferrucci;SARPI;0;0
via-bramante;20154;via bramante;SARPI;0;0
viale-berengario;20149;viale berengario;DE ANGELI - MONTE ROSA;7432;23.88
via-gaetano-previati;20149;via gaetano previati;DE ANGELI - MONTE ROSA;5388;17
viale-monterosa;20149;viale monterosa;DE ANGELI - MONTE ROSA;0;0
piazzale-giulio-cesare;20149;piazzale giulio cesare;DE ANGELI - MONTE ROSA;0;0
via-giuseppe-pellizza-da-volpedo;20149;via giuseppe pellizza da volpedo;DE ANGELI - MONTE ROSA;5388;17
via-monte-rosa;20149;via monte rosa;DE ANGELI - MONTE ROSA;0;0
via-correggio;20149;via correggio;DE ANGELI - MONTE ROSA;5388;17
via-mosè-bianchi;20148;via mosè bianchi;DE ANGELI - MONTE ROSA;0;0
piazza-giovanni-amendola;20149;piazza giovanni amendola;DE ANGELI - MONTE ROSA;0;0
via-spagnoletto;20149;via spagnoletto;DE ANGELI - MONTE ROSA;5388;17
piazzale-brescia;20149;piazzale brescia;DE ANGELI - MONTE ROSA;2700;9.5
via-domenichino;20149;via domenichino;DE ANGELI - MONTE ROSA;0;0
via-cola-di-rienzo;20144;via cola di rienzo;WASHINGTON;3975;10.75
via-coluccio-salutati;20144;via coluccio salutati;WASHINGTON;5388;17
via-roncaglia;20146;via roncaglia;WASHINGTON;4044;13.26
via-vincenzo-foppa;20144;via vincenzo foppa;WASHINGTON;0;0
via-giacomo-boni;20144;via giacomo boni;WASHINGTON;0;0
via-tagiura;20146;via tagiura;WASHINGTON;0;0
via-dezza;20144;via dezza;WASHINGTON;0;0
via-sirte;20146;via sirte;WASHINGTON;0;0
piazzale-siena;20146;piazzale siena;BANDE NERE;0;0
viale-caterina-da-forlì;20146;viale caterina da forlì;BANDE NERE;0;0
via-montecuccoli;20147;via montecuccoli;BANDE NERE;2700;9.5
piazza-bande-nere;20147;piazza bande nere;BANDE NERE;0;0
via-privata-raimondo-montecuccoli;20147;via privata raimondo montecuccoli;BANDE NERE;0;0
via-moroni;20146;via moroni;BANDE NERE;0;0
via-novara;20148;via novara;BANDE NERE;2700;9.5
via-trivulzio;20146;via trivulzio;BANDE NERE;0;0
via-rubens;20148;via rubens;BANDE NERE;4044;13.26
via-millelire;20157;via millelire;BANDE NERE;0;0
via-orsini;20146;via orsini;BANDE NERE;0;0
via-desenzano;20146;via desenzano;BANDE NERE;0;0
via-sofonisba-anguissola;20146;via sofonisba anguissola;BANDE NERE;2700;9.5
via-pietro-paolo-rubens;20148;via pietro paolo rubens;BANDE NERE;0;0
via-dei-ciclamini;20147;via dei ciclamini;BANDE NERE;2300;8.25
viale-san-gimignano;20146;viale san gimignano;BANDE NERE;2700;9.5
via-primaticcio;20147;via primaticcio;BANDE NERE;0;0
via-soderini;20146;via soderini;BANDE NERE;0;0
via-pisanello;20146;via pisanello;BANDE NERE;0;0
viale-pisa;20146;viale pisa;BANDE NERE;0;0
via-pasquale-fornari;20146;via pasquale fornari;BANDE NERE;0;0
viale-legioni-romane;20147;viale legioni romane;BANDE NERE;2500;8.88
via-jacopo-palma;20146;via jacopo palma;BANDE NERE;2700;9.5
viale-aretusa;20147;viale aretusa;BANDE NERE;0;0
via-arzaga;20146;via arzaga;BANDE NERE;2700;9.5
via-giuseppe-gabetti;20147;via giuseppe gabetti;FORZE ARMATE;2300;8.25
via-alessandro-fleming;20147;via alessandro fleming;FORZE ARMATE;0;0
piazza-amati;20147;piazza amati;FORZE ARMATE;0;0
piazza-gambara;20145;piazza gambara;FORZE ARMATE;0;0
via-marostica;20146;via marostica;FORZE ARMATE;0;0
via-cascina-bellaria;20153;via cascina bellaria;PARCO BOSCO IN CITTA';2225;7.25
via-caldera;20153;via caldera;PARCO BOSCO IN CITTA';0;0
via-curtatone;20122;via curtatone;PORTA ROMANA;0;0
via-della-braida;20122;via della braida;PORTA ROMANA;0;0
via-pier-lombardo;20135;via pier lombardo;PORTA ROMANA;0;0
via-monte-nero;20135;via monte nero;PORTA ROMANA;0;0
via-carlo-botta;20121;via carlo botta;PORTA ROMANA;0;0
viale-emilio-caldara;20122;viale emilio caldara;PORTA ROMANA;7167;21.34
via-enrico-besana;20122;via enrico besana;PORTA ROMANA;0;0
via-bergamo;20135;via bergamo;PORTA ROMANA;0;0
via-antonio-fogazzaro;20135;via antonio fogazzaro;PORTA ROMANA;0;0
piazza-santeustorgio;20122;piazza santeustorgio;TICINESE;0;0
viale-gian-galeazzo;20136;viale gian galeazzo;TICINESE;5375;16.75
piazzale--maggio;20123;piazzale  maggio;TICINESE;0;0
piazza-ventiquattro-maggio;20123;piazza ventiquattro maggio;TICINESE;0;0
parco-delle-basiliche;20123;parco delle basiliche;TICINESE;0;0
corso-di-porta-ticinese;20123;corso di porta ticinese;TICINESE;0;0
piazza-xxiv-maggio;20123;piazza xxiv maggio;TICINESE;0;0
via-crema;20135;via crema;TICINESE;0;0
via-molino-delle-armi;20123;via molino delle armi;TICINESE;0;0
viale-col-di-lana;20136;viale col di lana;TICINESE;0;0
via-col-di-lana;20136;via col di lana;TICINESE;0;0
via-pietro-custodi;20136;via pietro custodi;TICINESE;4650;14.75
via-giovenale;20136;via giovenale;TICINESE;3875;10.75
via-custodi;20136;via custodi;TICINESE;0;0
via-vettabbia;20122;via vettabbia;TICINESE;5425;18.75
via-pio-iv;20123;via pio iv;TICINESE;7200;21
piazzale-le-di-porta-lodovica;20136;piazzale le di porta lodovica;TICINESE;0;0
piazza-tito-lucrezio-caro;20136;piazza tito lucrezio caro;TICINESE;3875;10.75
conca-del-naviglio;20123;conca del naviglio;TICINESE;0;0
via-edmondo-de-amicis;20123;via edmondo de amicis;TICINESE;0;0
via-disciplini;20123;via disciplini;TICINESE;7200;21
via-conca-del-naviglio;20123;via conca del naviglio;TICINESE;5325;14.75
via-röntgen;20136;via röntgen;TICINESE;0;0
viale-bligny;20136;viale bligny;TICINESE;0;0
via-stampa;20123;via stampa;TICINESE;7550;22.17
via-gentilino;20134;via gentilino;TICINESE;0;0
via-gian-battista-torti;20123;via gian battista torti;TICINESE;0;0
via-giuseppe-mercalli;20122;via giuseppe mercalli;TICINESE;0;0
via-gian-giacomo-mora;20123;via gian giacomo mora;TICINESE;0;0
via-del-mare;20142;via del mare;CANTALUPA;3684;7.5
via-cascina-bianca;20142;via cascina bianca;CANTALUPA;1843;7
via-bardolino;20142;via bardolino;PARCO DEI NAVIGLI;1600;18.69
buccinasco-lombardia;20090;buccinasco lombardia;PARCO DEI NAVIGLI;4357;15.8
via-indipendenza;20090;via indipendenza;PARCO DEI NAVIGLI;2600;13.75
viale-cassiodoro;20145;viale cassiodoro;PAGANO;5388;17
via-rasori;20145;via rasori;PAGANO;0;0
largo-zandonai;20145;largo zandonai;PAGANO;0;0
via-alberto-da-giussano;20145;via alberto da giussano;PAGANO;0;0
via-ludovico-ariosto;20123;via ludovico ariosto;PAGANO;0;0
viale-belisario;20145;viale belisario;PAGANO;5388;17
via-mario-pagano;20145;via mario pagano;PAGANO;;
piazza-della-repubblica;20124;piazza della repubblica;GARIBALDI REPUBBLICA;5175;16.5
via-marco-polo;20124;via marco polo;GARIBALDI REPUBBLICA;0;0
via-parini;20121;via parini;GARIBALDI REPUBBLICA;0;0
viale-monte-grappa;20124;viale monte grappa;GARIBALDI REPUBBLICA;0;0
viale-della-liberazione;20124;viale della liberazione;GARIBALDI REPUBBLICA;0;0
piazza-repubblica;20121;piazza repubblica;GARIBALDI REPUBBLICA;0;0
via-amerigo-vespucci;20124;via amerigo vespucci;GARIBALDI REPUBBLICA;0;0
via-vespucci;20124;via vespucci;GARIBALDI REPUBBLICA;0;0
via-filippo-turati;20121;via filippo turati;GARIBALDI REPUBBLICA;0;0
via-turati;20121;via turati;GARIBALDI REPUBBLICA;0;0
gustavo-fara;20124;gustavo fara;GARIBALDI REPUBBLICA;0;0
piazza-san-gioachimo;20124;piazza san gioachimo;GARIBALDI REPUBBLICA;0;0
via-ugo-tarchetti;20121;via ugo tarchetti;GARIBALDI REPUBBLICA;0;0
via-moscova;20121;via moscova;GARIBALDI REPUBBLICA;0;0
via-viganó;20124;via viganó;GARIBALDI REPUBBLICA;0;0
via-della-moscova;20121;via della moscova;GARIBALDI REPUBBLICA;0;0
via-renzo-bertoni;20121;via renzo bertoni;GARIBALDI REPUBBLICA;0;0
nd;-;-;MAGENTA - S. VITTORE;5325;14.75
nd;-;-;VIGENTINA;2446;7.75
nd;-;-;PARCO NORD;1955;12.34
nd;-;20152;MUGGIANO;1771;10.65
nd;-;20141;QUINTOSOLE;2443;16
nd;-;20136;RONCHETTO DELLE RANE;1902;15.75

